Label,EmailText,EmailTextBR
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.","Eu acho que é por isso que você está preocupado. Você deve saber que o corpo se reparar de si mesmo. E eu sei com certeza que não precisa se preocupar. Vamos fazer um passo a passo. Primeiro as provas, elas guiarão quando sua ovulação será então apenas relaxa. Nada que você tenha dito é motivo para se preocupar mas eu vou continuar acompanhando você."
ham,"Yeah sure, give me a couple minutes to track down my wallet","Sim, dá-me alguns minutos para localizar meu bolso."
ham,Hey leave it. not a big deal:-) take care.,Olhe para trás. Não é nada: boa noite.
ham,Hey i will be late ah... Meet you at 945+,"Olá, estarei atrasado... Encontramo-nos às 9h45+"
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","Dois minutos e textos gratuitos por 4 a 6 meses com Bluetooth na Orange. Disponíveis em smartphones da Sony, Nokia, Motorola. Ligue para MobileUpd8 no 08000839402 ou ligue2optout/N9DX"
ham,It took Mr owl 3 licks,Ele levantou o pássaro de 3 batidas.
ham,Customer place i will call you.,"Cliente, eu ligo para você."
ham,Mm that time you dont like fun,Muito aquela vez você não gostava de diversão.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,4 meses de desconto na locação da linha azul e câmeras novas smartphones 4 GRATIS. Seu telefone foi há 11 meses? Ligue para MobilesDirect gratuitamente em 08000938767 para atualizar agora!
ham,Yup having my lunch buffet now.. U eat already?,"Sim, já comei."
ham,Huh so late... Fr dinner?,Huh então tarde... Fr jantar?
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,"Olha, então, estamos indo para o Pilates de introdução só? Ou também o Kickboxing?"
ham,Morning only i can ok.,Manhã só eu posso ok.
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,"Sim, eu acho que sim. Eu estou no escritório, mas meu laptop está na sala, acho que isso é por causa dos últimos dias. Eu não fechei essa."
ham,Pick you up bout 7.30ish? What time are  and that going?,Vou pegar vocês às 7h30 algo assim? Qual hora é e que horas vão?
ham,From here after The performance award is calculated every two month.not for current one month period..,"A partir de aqui, o prêmio pela prestação é calculado a cada dois meses. Não para período atual de um mês."
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,"Estava realmente dormindo e ainda poderia quando você ligue de novo. Então, o texto é ótimo. Você é uma irmã incrível. Enviarei um texto para você quando eu acordar."
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",Você está sempre colocando seu negócio lá fora. Você posta fotos de sua bunda no Facebook. Você é uma das pessoas mais abertas que eu já conheci. Por que eu pensaria que uma foto da sua sala te machucaria ou te deixasse sentir-se violado?
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Boa noite Senhor, Al Salam Wahleykkum. Divulgando uma boa notícia. Por meio da graça de Deus, recebi uma oferta do Taysseer, TISSCO e fui contratado. Espero que esteja bem. Inshah Allah, nos encontraremos em algum momento. Rakhesh, visitante de India."
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,Hmm...kk...mas eu quero mudar a campo rapidamente. Quero ser administrador de sistema ou administrador de redes.
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop","RINGTONE GRATUITO PARA TELEFONE: Primeiro envie FREE RINGTONE para 87131 para um polígrafo ou texto. Para obter o som verdadeiro, envie GET para 87131. Se você precisar de ajuda, ligue para 0845 2814032 16 após a primeira gratuidade. As mensagens são pagas por 3xÂ£150pw e terminam com o sinal STOP."
ham,Dear how is chechi. Did you talk to her,"Olá, como vai Chechi? Você falou com ela?"
ham,The hair cream has not been shipped.,O condicionante não foi enviado.
ham,None of that's happening til you get here though,Nada disso acontecerá até você chegar.
ham,"Yep, the great loxahatchee xmas tree burning of 1234;  starts in an hour","Sim, a grande queima de árvores do Natal da Loxahatchee começa em uma hora."
ham,"Haha get used to driving to usf man, I know a lot of stoners","Hahaha acostumem-se dirigindo para USF, eu sei que muitos são fumantes."
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,"Tudo bem até à classe um pouco desastrosa desta tarde com meus amores preferidos! Espero que a folga seja boa. Café seria ótimo, pois não posso ficar mais tarde amanhã. Mesma hora e lugar como sempre?"
ham,Hello! Good week? Fancy a drink or something later?,Olá! Que bom semana você tem? Tente um café ou algo assim depois?
ham,Headin towards busetop,Chegando à parada de ônibus.
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,"Mensagem:faltando algum texto* Remetente:Nome Faltante* *Número Faltante *Enviado:A data faltante *Falta muito, então tudo está faltando enviado por fullonsms.com"
ham,Come by our room at some point so we can iron out the plan for this weekend,Vem até nossa sala em algum momento para que possamos discutir a planificação deste fim de semana.
ham,Cos i want it to be your thing,Cos eu quero que seja sua coisa.
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",Okies... Vou ir também com Yan Jiu... Podemos passar por cinema e depois para o mar... E assim por diante...
ham,Bring home some Wendy =D,Leve em casa algumas Wendy =D
spam,100 dating service cal;l 09064012103 box334sk38ch,100 serviços de relacionamento: 090-640-1210-3/Box 334SK38
ham,Whatsup there. Dont u want to sleep,"Olá, aqui está. Você quer dormir?"
ham,Alright i have a new goal now,"Tudo certo, agora tenho um novo objetivo."
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,"Entrada gratuita para nossa competição semanal de R$ 250, apenas envie o texto WIN para 80086 AGORA. 18 condições e termos de uso www.txttowin.co.uk"
ham,"Alright, I'll head out in a few minutes, text me where to meet you","Tudo bem, vou sair em alguns minutos. Texta para onde eu devo encontrá-lo."
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,SEND A LOGO TO YOUR LOVER - TWO NAMES JOINED BY A HEART. TXT LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 TO 87077 YAHOO! POBOX36504W45WQ TXTNO 4 NO ADS 150P
ham,Yes:)from last week itself i'm taking live call.,Sim:) desde a última semana já estou fazendo chamadas em tempo real.
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124. PoBox12n146tf150p,"Algum cliente da nossa plataforma de relacionamentos ligou para nós e inseriu seu número celular porque gostava dele! Para saber quem é, ligue pelo telefone fixo 09111032124. PoBox12n146tf150p"
ham,Siva is in hostel aha:-.,"Siva está em um hostel, hehe."
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,"URGENTE! Seu número de celular foi premiado com um prêmio garantido de R$ 2.000,00. Ligue 09058094455 do telefone fixo. Aplique 3030. Valido apenas por 12 horas."
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny 1234;.irritating 1234;.lovable. reply me..,Envie isso para seus amigos e receba algo sobre sua voz... Como é minha expressão de fala? 1. infantil 2. maliciosa 3. Sentimento 4. agitado 5. cheio de atitude 6. romântico 7. tímido 8. Atraente 9. engraçado1234;. irritante1234;. amável. Responda-me..
ham,Ok. She'll be ok. I guess,Ok. Ela ficará bem. Eu acho.
ham,aathi..where are you dear..,"Aqui estou, carinho."
ham,Any pain on urination any thing else?,"A dor na urina, alguma coisa mais?"
ham,7 at esplanade.. Do _ mind giving me a lift cos i got no car today..,"Sete na praça. Por favor, me dê uma mãozinha para levá-lo? Eu não tenho carro hoje."
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of 1234; Lacs.there is no source to arng dis amt.1234; lacs..thats my prob,"Eu preciso comprar um carro BMW de imediato... é extremamente urgente, mas tenho uma falta de <span class=highlight>100</span> Lacs. Não há fonte para arrecadar esse valor. Isso é minha situação."
ham,At home watching tv lor.,Aqui está a tradução:  Em casa assistindo TV.
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,Não ela geralmente demora 15 minutos para responder a uma pergunta de sim ou não.
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,"Congratulations! The Nokia 3650 video camera phone is your Call 09066382422. Calls cost 150 ppm. Average call duration varies from mobiles, 16+ close 300603 post BCM4284 Ldn WC1N3XX."
ham,Booked ticket for pongal?,Confirmado voo para Pongal?
ham,You available now? I'm like right around hillsborough &amp; 1234; th,Você está disponível agora? Estou perto de Hillsborough1234;.
ham,The message sent is askin for 1234; dollars. Shoul i pay 1234;  or 1234; ?,A mensagem enviada pede por1234; dólares. Devo pagar1234; ou1234;?
ham,"Ask g or iouri, I've told the story like ten times already","Peça para g ou iouri, já contei a história dez vezes."
ham,How long does applebees fucking take,Quanto tempo leva Applebee's?
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.","Olá, espero que você tenha recebido este texto. O viajamento não foi bom e agora está atrasado cerca de 50 minutos, penso eu."
ham,But i have to. I like to have love and arrange.,Mas eu tenho que. Eu gosto de ter amor e organizar.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,"Sim... ele realmente é ótimo... Bhaji disse que Kallis, o melhor jogador de cricket do mundo após Sachin em todo o mundo:). É muito difícil sair."
ham,You were supposed to wake ME up &gt;:(,Você era suposto acordar comigo.
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,"Oi... Eu vi ele também, mas eu não confio na hora dele... Encontrei uma turma lá..."
ham,"Sorry, I'll call later","Desculpe, eu ligo mais tarde."
ham,HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,"Olá, os monitores dizem que nós nos divertimos! Obrigado, linda."
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?","Desculpe, minha bateria acabou, posso vir mas só estou recebendo um grama agora. Onde está sua localização?"
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ","Bom trabalho, hein, exercício, sim, eu tipo lembro do que é, hm."
ham,I wont get concentration dear you know you are my mind and everything :-),"Eu não conseguirá concentrar-me, querido. Você sabe que você é minha mente e tudo isso :-)."
ham,LOL... Have you made plans for new years?,Olha... Você fez planos para o ano novo?
ham,10 min later k...,Dez minutos depois...
ham,hanks lotsly!,Obrigado muito!
ham,Thanks for this hope you had a good day today,"Obrigado por isso, espero que tenha um bom dia hoje."
ham,K:)k:)what are detail you want to transfer?acc no enough?,K:)k:) O que você quer transferir detalhes? Não há suficiente?
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,"Ok eu vou informá-la de ficar fora. Sim, foi difícil mas estamos otimistas que as coisas melhorem este mês."
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Emprestimo para qualquer finalidade Â£500 - Â£75,000. Moradores + Tenentes convidados. Você já foi rejeitado anteriormente? Podemos ajudar ainda assim. Ligue gratuitamente 0800 1956669 ou envie 'help' para enviar a mensagem de ajuda."
ham,Si si. I think ill go make those oreo truffles.,"Sim, eu acho que vou fazer essas trufas de Oreos."
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.","Olha pela Amy ure uma mulher bonita e inteligente, e eu acho que você gosta dela também. Eu sei que não gostaria de ser assim comigo, então não se preocupe."
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,"Eu espero que isso seja o resultado de sermos constantemente inteligentes e gentis. Comece a perguntar sobre os links do práticas e mantenha seus ouvidos abertos, e boa sorte para você também. TTYL"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya","1.20 que custa o chamado. Isso eu acho não é ruim. Sinto-te, preciso-te, quero-te, te amo."
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,"Vai passando por uma experiência muito diferente, hesitantes decisões e lidar com o mesmo é a mesma pessoa. Acredito que o tempo irá sanar tudo."
ham,Where did u go? My phone is gonna die you have to stay in here,"Onde você foi? Minha tela está prestes a quebrar, então você tem que ficar aqui."
ham,Great. Never been better. Each day gives even more reasons to thank God,Ótimo. Nunca foi melhor. Cada dia dá ainda mais razões para agradecer a Deus.
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available","Atendimento ao Cliente UpgrdCenter, cliente do Orange, você pode agora reclamar seu upgrade gratuito para sua câmera e telefone celular em troca de sua fidelidade. Ligue agora no número 0207 153 9153. Oferta termina dia 26 de julho. As condições aplicam. Pode optar por não receber."
ham,"Sorry, I'll call later ok bye","Okay, I'll call you later. See you soon!"
ham,Ok i am on the way to railway,"Ok, estou no caminho para a ferrovia."
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love 1234;  times per night :),Ó rainha maravilhosa! Eu amo dar e receber oral. A posição de gato é minha preferida. Como você? Adorei fazer amor <3 vezes por noite :))
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,Eles não colocam aquele tipo de coisa nas ruas para manter aí seco?
ham,When are you going to ride your bike?,Quando você vai andar de bicicleta?
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.","Sim, não precisa. Eu vou esperar até chegar a chuva para parar."
ham,There are many company. Tell me the language.,"Há muitas empresas. Por favor, informe a língua."
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,"OKMAIL: Seja bem-vindo, Dave. Este é o seu último aviso para coletar sua viagem de quatro estrelas para Tenerife ou um prêmio em dinheiro de 5.000 dólares! Ligue para 09061743806 através de linha fixa. SAE Box 326, CW25WX, 150ppm"
ham,"How long has it been since you screamed, princess?","Quantas vezes você gritou, princesa?"
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered 1234;  to my account and 1234; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...","Nada. O que quiserao era que, uma vez que o dinheiro entrou em sua conta aqui, a instituição financeira removerá seu tarifário estático. Alguém transferiu1234; para minha conta e1234; dólares foram removidos. Portanto, as instituições diferem e os custos também diferem. Certifique-se de que você confia na pessoa com quem está enviando detalhes da conta, pois..."
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,Quero pegar com alguém esta noite? Quero localizações reais de pegagem enviadas diretamente para meu celular? Junte-se à maior rede de pegagem do Reino Unido por meio da mensagem MOAN para 69888Nyt. ec2a. 31p.msg@150p
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),"Ólida frase dita por um coração partido - Por favor, não venha mais uma vez em frente a mim... Senão novamente eu confiarei n'Você... Boa noite:)"
ham,Ok I'm gonna head up to usf in like fifteen minutes,"Ok, vou subir até USS no provável que seja em 15 minutos."
ham,Love you aathi..love u lot..,Amor te amo muito.
ham,Tension ah?what machi?any problem?,"Tensão, né? O que você tá fazendo? Tem problema?"
ham,"K, can I pick up another 8th when you're done?","K, posso pegar mais um oitavo quando você acabar?"
ham,When're you guys getting back? G said you were thinking about not staying for mcr,Quando vocês voltam? G disse que estava pensando em não ficar por mais tempo.
ham,"Almost there, see u in a sec","Próximo está, vejo-te em um segundo."
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?","Você Carlos, alguns amigos já estão perguntando se você está trabalhando esse fim de semana?"
ham,Watching tv lor...,Vendo TV.
ham,Thank you baby! I cant wait to taste the real thing...,Obrigado bebe! Eu não posso esperar para saborear a verdadeira coisa...
ham,You should change your fb to jaykwon thuglyfe falconerf,Você deve mudar sua FB para Jaykwon Thuglyfe Falconer.
ham,If we win its really no 1 side for long time.,"Se ganarmos, realmente não há um lado para muito tempo."
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","Mensagem GRATUITA Ative seus 500 MENSAGENS GRATUITAS respondendo a essa mensagem com o palavra GRÁTIS Para termos e condições, visite www.07781482378.com"
ham,Dear reached railway. What happen to you,"Olá, passageiro atendido. O que aconteceu com você?"
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2","Depende da qualidade. Se quiser o tipo que eu enviou, beijo, glória esfumada, então cerca de 6. Se quiser Ralphs, talvez 2."
ham,I think i've fixed it can you send a test message?,Eu acho que eu já solucionei. Você pode enviar um teste de mensagem?
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card","Desculpe cara, meu conta está seca ou eu poderia, se você quiser, trocar para metade ou eu poderia comprar algo com minha cartão de crédito."
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Parabéns! Seu passaporte especial para cinema de 1 ano é seu. Ligue agora: 09061209465! Suprman V, Matrix3, StarWars3, etc. todos 4 GRÁTIS! bx420-ip4-5we. Às 150pm. Não perca essa oportunidade!"
ham,"Sorry,in meeting I'll call later","Desculpe, na reunião eu ligo mais tarde."
ham,What class of 1234;  reunion?,Qual classe de1234; reunião?
ham,Are you free now?can i call now?,Estás livre agora? Posso ligar agora?
ham,Got meh... When?,Estou chateado... Quando?
ham,Nope... Think i will go for it on monday... Sorry i replied so late,Não... Vou pensar em ir no próximo domingo... Desculpe pela resposta tão tarde.
ham,Some of them told accenture is not confirm. Is it true.,Alguns deles disseram que Accenture não está confirmado. É verdade?
ham,"Kate jackson rec center before 7ish, right?",Kate Jackson rec center antes das 7h.
ham,Dear i have reache room,"Olá, eu cheguei no quarto."
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.","Lutar contra o mundo é fácil, você ganha ou perde se perder com alguém próximo é difícil se perder se vencer – você ainda perde."
ham,When can _ come out?,Quando ele pode sair?
ham,Check with nuerologist.,Peça aconselhamento neurológico.
ham,Lolnice. I went from a fish to..water.?,Lolnice. Eu fui de um peixe para... água?
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Parabéns - nesta semana da competição de desenho você ganhou o prêmio de £1450 para se declarar basta ligue 09050002311 antes de 28/7/2023. Condições e paradas de SMS: 08718727868. Acima de 18 anos apenas 150ppm.
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,"Não é esperando em um carro que está cansado, né? Porque ficar de fora da fila não tem nada pra fazer. No casa eu posso fazer minhas coisas ou assistir TV."
ham,"Maybe westshore or hyde park village, the place near my house?","Pode ser Westshore ou Hyde Park Village, a localidade próxima à minha casa?"
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,"Você já sabe agora. Então, como Anthony? Você está trazendo dinheiro. Tenho despesas de escola e aluguel e outras coisas assim. Isso é por isso que preciso da sua ajuda. Uma amiga em necessidade..."
ham,What's the significance?,O que significa?
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Opinião sobre mim? 1. Mais de 2. Jada 3. Kusruthi 4. Adorável 5. Silencioso 6. Personagem lindo 7. Não maduro 8. Estiloso 9. Simples
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try","Em última análise, ainda estão lá os g's se você conseguir armar algum munição e quiser dar uma chance ao novo ak."
ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabha... eu sou muito sinto... de coração eu sou muito sinto
ham,Lol ok your forgiven :),"Olha só, já perdoei."
ham,No..jst change tat only..,Não... apenas mude isso só.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","COLLECT para Número: 83355! Prêmio: Nokia Phone, iPod MP3 Player ou prêmio de €500! IBH Ltda. Rua Lúcio Haddad, 15 - São Paulo, SP 150p/Mtmsgrcvd18+"
ham,S:)no competition for him.,S:) sem concorrência para ele.
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Bolte Azuis para 150p Resposta POLY# ou MONO# como: POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me ou STOP 4 mais tons de texto MORE
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Seus créditos foram repletos para https://www.bubbletext.com Seu Pin de renovação é tgxxrz
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ","Aqui está a tradução:  Assim, o transporte é menos problemático do que na noite de sábado. Por sinal, se quiser perguntar para me juntar ao meu aniversário, é livre. Mas preciso saber os números definitivos como booking em domingos."
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,"A pessoa geralmente não está consciente disso, mas em adultos eles podem apenas comportar-se de forma anormal. Eu ligo agora."
ham,But that's on ebay it might be less elsewhere.,"Mas isso pode ser menos em outras partes, talvez no eBay."
ham,Shall i come to get pickle,Vou vir para pegar o queijo.
ham,Were gonna go get some tacos,Vamos pegar alguns tacos.
ham,"That's very rude, you on campus?","Isso é muito impertinente, você na universidade?"
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU","URGENTE: Seu número móvel foi premiado com R$ 2.000 em Prêmio de Chamada do Líder Celular no dia 02/09/03! Esta é nossa segunda tentativa para contato com você! Chame 0871-872-9755, BOX 95QU"
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,"Olá, eu não vou ser ardente para o Natal. Mas, aproveite a festa mágica do Natal."
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16. Unsub reply X","Agora é a hora de aproveitar! Aproveite seus vouchers de desconto por R$ 150! Text YES para concorrer agora! SavaMob, oferecendo celular! T Cs 08717898035. Subscreva por R$ 3,00. Responda X se quiser cancelar."
ham,Yes! How is a pretty lady like you single?,Sim! Como é uma linda mulher como você se manter solteira?
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,"Você receberá seu tom em breve após as 24 horas. Para termos e condições, por favor veja o Canal U Teletext na página 750."
ham,Jay says that you're a double-faggot,Jay diz que você é um falso-chifre
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,"SECRETO! Seu Relatório de Conta Privado para o ano de 2003, referente ao número de conta 07815296484, mostra que ainda não foram convertidos 800 pontos S.I.M. Você pode ligar para o número 08718738001 Identificador Código 41782 até a data de vencimento de 18/11/04."
ham,What Today-sunday..sunday is holiday..so no work..,"Que seja feriado domingo a domingo, então não há trabalho."
ham,Gudnite....tc...practice going on,Gostei... estou praticando.
ham,I'll be late...,Eu ficarei atras...
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.","Eu não chamou você recentemente. Espero que fosse há algum tempo devido à malaria e que você sabe que nós nos esquecemos de vocês. Eu amo Bani muito, então por favor dê-me sua carinho especialmente. Tenha um ótimo dia."
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea","Boa tarde, meu amor! Como vai essa noite? Eu espero que você tenha algumas pistas sobre um trabalho. Imagino você, boytoy e envio-lhe um beijo apaixonado da outra ponta do mar."
ham,"Probably gonna be here for a while, see you later tonight &lt;)","Pode ficar por aqui por um tempo, veja você mais tarde noite &lt;);"
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,"Sim, talvez meu dedo sujo só apertou todos esses botões e não sabe o que fazer."
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,"Um, um... Muitas muitas felizes retornos do dia de hoje, minha querida e amorosa coração. Feliz aniversário, meu carinho."
ham,"I am in tirupur da, once you started from office call me.","Eu estou em Tirupur, quando você começar do escritório, chame-me."
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,From English to Portuguese: www.Applausestore.com - Assinatura Mensal @ 50p / msg máximo 6/mês  Termos e Condições: Web de idade máxima 16 anos  Paradas de texto: T & C's.
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are......... 'MARRIED'","A famosa cita: quando você desenvolver a habilidade de escutar qualquer coisa sem perder o temperamento ou confiança em si mesmo, isso significa que você é... CASADO"
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,Mas vou para a universidade. O que eu devo fazer? Algumas coisas irão acontecer lá por conta própria. Pa.
ham,4 oclock at mine. Just to bash out a flat plan.,Quatro horas da minha. Só para bater um plano básico.
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,Esta menina não fica em cama. Esta menina não precisa de tempo de recuperação. Preferiria desmaiar enquanto está se divertindo do que ficar presa na cama.
ham,Then any special there?,"Então, há algum especial nisso?"
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,"Sinto que você sabe, mas precisa pegar o quarto agora. Eu só recebi a minha convite, mas tive que se desculpar. A Cidade de Cálculo é muito bonita para eu vir a um casamento em inglês."
ham,"Sorry that took so long, omw now","Desculpe que leve tanto tempo, agora"
ham,Wait 1234;  min..,Aguarde1234; minutos.
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,"Ok, dê-me cinco minutos, eu acho que vejo ela. BTW você é meu alibi. Você estava cortando minhas mechas todo o tempo."
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you... Enjoy, my cuck","Imagine você finalmente consegue se encher naquela banheira após eu ter te passado por cima, talvez até mesmo te comer antes de sair... Mas também imagine o sentimento daquele cageiro ao redor do seu pau, lembrando sempre quem é que te pertence... Desculpe-me, meu cachorro"
ham,"Hurry up, I've been weed-deficient for like three days","Fique tranquilo, eu fui deficiente em rastejamento por três dias."
